uniq_id,crawl_timestamp,product_url,product_name,product_description,list_price,sale_price,brand,item_number,gtin,package_size,category,postal_code,available
e80a2e22bc4323e8173a84bd60d2c53c,2020-03-10 03:39:25,https://www.cymbalstore.com/ip/Cascades-PRO-Select-Standard-Toilet-Paper-2-Ply-White-4-1-4-x-4-400-Roll-80-CT/875367935,Cascades PRO Select Toilet Paper,"Cascades PRO Select Toilet Paper delivers dependable softness and absorbency for everyday restroom needs. This economical bath tissue reduces maintenance frequency and minimizes run-outs, making it ideal for high-traffic environments. Perfect for restrooms in schools, retail spaces, restaurants, and other public facilities. Provides long-lasting performance and value.",48.61,48.61,Cascades,565452305,0067220614004,,Household Essentials | Paper & Plastic | Toilet Paper | All Toilet Paper,,t
7dff5d6586251dbaae9d8f1ed6bf84d2,2020-03-10 04:57:25,https://www.cymbalstore.com/ip/Instant-Shine-Kit-Burgundy/730866541,Burgundy Shine Kit,"Achieve instant, lasting shine with the Burgundy Shine Kit. This convenient kit features a 43g jar of our premium shoe cream with a built-in sponge applicator. Effortlessly nourish, condition, and renew your leather shoes while enhancing their colour and water resistance - no buffing needed! Perfect for retailers, the kit comes in an attractive 12-pack counter display case. Get the perfect burgundy shine every time.",4.5,4.5,Moneysworth & Best,"",0777389253135,,Household Essentials | Shoe Care & Repair | All Shoe Care & Repair,,t
c46af5c904aa2b599ca0a6bdd80e2781,2020-03-10 03:29:44,https://www.cymbalstore.com/ip/Ruffies-Pro-55-Gallon-Wing-Tie-15-count/16635793,Ruffies Pro 55-Gallon Trash Bags,"Ruffies Pro 55-Gallon Trash Bags are built for tough jobs. These heavy-duty bags, with convenient wing ties, are ideal for construction sites and other demanding cleanup tasks. Each pack contains 15 bags, ensuring you have the strength and capacity you need for large volume disposal.",14.13,14.13,Berry Plastics,554622793,0022936017181,,Household Essentials | Paper & Plastic | Trash Bags | Tough Job & Outdoor Trash Bags,,t
eb96c9f85f01e673aa1076616b32e903,2020-03-10 03:50:50,https://www.cymbalstore.com/ip/Simplistex-Vacuum-Seal-Food-Bags-Gallon-Size-100-Pack-BPA-Free/317367356,Simplistex Gallon Vacuum Seal Bags,"Keep food fresher longer with Simplistex Gallon Vacuum Seal Bags. Compatible with FoodSaver, Seal-a-Meal, and more, these high-quality, thick 4 mil bags prevent freezer burn and spoilage. Ideal for sous vide cooking, microwave use, and boilable. BPA-free, embossed on one side for optimal sealing. Gallon size (11\""x16\""). 100-pack.",26.99,26.99,Simplistex,"",0815523020936,,Household Essentials | Paper & Plastic | Food Storage Bags | Food Bags,,t
812e0b95379227b7cbedacb859b40151,2020-01-24 13:51:09,https://www.cymbalstore.com/ip/Bulbrite-Industries-Bi-Pin-12-Volt-Halogen-Light-Bulb/15545382,Bi-Pin Halogen Bulb,"The Bi-Pin Halogen Bulb is ideal for retail displays, showcases, and landscape lighting. Perfect for track and recessed lighting. It features a 36\u00b0 beam spread, clear bulb color and UV protection. Dimmable and designed for household, spot, flood, and track applications. Operates at 12 Volts with a GU4/Bi-pin base and MR11 shape. Available in 20W (2850K) and 35W (2900K). Lasts approximately 2000 hours, with 255CP/510CP lumens. Dimensions: 1.375\"" diameter, 1.25\"" height.",9.36,9.36,BULBRITE,"",0739698642376,,Household Essentials | Light Bulbs | Halogen Bulbs,,t
ed125b2c72661fd3a5c45004b1a9d3d7,2020-03-10 03:33:23,https://www.cymbalstore.com/ip/Kinetik-53312-AA-Alkaline-Batteries-50-Pack/54501575,Kinetik AA Alkaline Batteries,"Power your devices with Kinetik AA Alkaline Batteries. These reliable, long-lasting batteries are perfect for both high-drain electronics and everyday essentials. Get dependable performance from toys and remotes to flashlights and more. Stock up with Kinetik for power you can trust.",35.62,35.62,Kinetik,"",0806593533129,,Household Essentials | Batteries | AA Batteries,,t
6cc5e80df2ff3f7378b8d1c529a0f5ef,2020-01-24 13:44:57,https://www.cymbalstore.com/ip/1-Pair-Boot-Stretchers-Professional-Wooden-Shoes-Stretcher-for-Boots-39-42-M/860769857,Boot Stretchers,"Maintain your expensive boots with these durable Boot Stretchers. Crafted from solid pine wood and metal, they effectively stretch the width of your boots, preventing deformation and preserving their shape. Lightweight and portable, they're easy to use: simply insert, turn the knob, and let them work their magic overnight. Includes pressure relief pads. This pair is designed for boots size 39-42 (M). Note: these stretchers only adjust width, not length.",15.99,15.99,kingslim,"",0018705239359,,Household Essentials | Shoe Care & Repair | All Shoe Care & Repair,,f
fddd6b1a388b3f71589d479eaf257e4a,2020-03-10 03:27:55,https://www.cymbalstore.com/ip/GEN1805-Hardwound-Roll-Towels-Kraft-8-x-350/924621022,Kraft Hardwound Roll Towels,"Kraft Hardwound Roll Towels offer reliable performance for everyday hand drying. These 8\"" x 350' hardwound rolls provide a convenient and hygienic solution. Each package contains a single roll. Ideal for high-traffic restrooms and kitchens, these towels are designed for efficient dispensing and reduced waste.",37.12,37.12,GEN1805,"",0804993442126,,Household Essentials | Paper & Plastic | Paper Towels | All Paper Towels,,t
ab748e18b4d3c21286511123db8edbbd,2020-01-24 13:08:13,https://www.cymbalstore.com/ip/Bagcraft-300314-Nap-Sack-Sanitary-Disposal-Bags-4w-x-2d-x-9h-White-1000-Carton/104567043,Sanitary Disposal Bags,"Keep bathrooms clean and discreet with these Sanitary Disposal Bags. Featuring decorative printing, leak-resistant waxed paper, and an undercut lip for easy opening, these bags provide a sanitary and convenient disposal solution. Each carton contains 1,000 white bags, sized at 4 x 9 inches. Ideal for restrooms, offices, and healthcare facilities.",39.98,39.98,Bagcraft,564223082,104567043,,Household Essentials | Paper & Plastic | Food Storage Bags | Food Bags,,t
b37a657ff61cf85bdda4717455e9e123,2020-03-10 03:29:40,https://www.cymbalstore.com/ip/The-Hope-Company-8BP12-8-Oz-Brass-Polish/23061141,Hope Company Brass Polish,"Restore the luster of your brass with Hope Company Brass Polish. This gentle yet effective formula removes and prevents tarnish, leaving a brilliant shine without harsh abrasives or ammonia. Enjoy a pleasant polishing experience with no unpleasant odors. The non-flammable formula is safe and easy to use. Contains 8 fl oz.",9.29,9.29,The Hope Company,"",0026214080034,,Household Essentials | Cleaning Supplies | Surface Care & Protection,,t
da770829539e8dd93dbb91fd20d3daf2,2020-01-24 13:51:36,https://www.cymbalstore.com/ip/Halco-70738-MR16SP50-L-37HX-MR16-Halogen-Light-Bulb/139676565,Halco MR16 Halogen Bulb,"The Halco MR16 Halogen Bulb delivers bright, focused light with its 37-watt halogen technology. Operating at 12 volts, this bulb features a GU5.3 bi-pin base and a lensed reflector spot for precise illumination. Its 3,100K color temperature provides a warm, inviting glow, while the HaloXen Prism technology enhances light quality. This energy-saving MR16 bulb boasts an impressive 5,000-hour average lifespan.",3.59,3.59,Halco,"",0807154707386,,Household Essentials | Light Bulbs | Halogen Bulbs,,t
f7679e2b5f221e7ec7d5e469d84f82db,2020-03-10 03:39:23,https://www.cymbalstore.com/ip/Cascades-Moka-Standard-Bath-Tissue-2-Ply-4-5-16x3-825-Beige-400-rl-80-Rl-ctn/133827184,Cascades Moka Bath Tissue,"Experience comfort and sustainability with Cascades Moka Bath Tissue. This beige, 2-ply tissue offers softness and strength. Each roll contains 400 sheets, sized at 4 5/16x3.825 inches. Available in a convenient carton of 80 rolls, Cascades Moka provides a practical and eco-conscious choice for your bathroom.",47.59,47.59,CASCADES TISSUE GROUP,"",133827184,,Household Essentials | Paper & Plastic | Toilet Paper | All Toilet Paper,,t
3c4d7da85c08c1bb24017e55afc9eba1,2020-03-10 03:09:37,https://www.cymbalstore.com/ip/IPA-8031-Electric-Parts-Cleaner-Tube-2mL/889576997,Electric Parts Cleaner,"The Electric Parts Cleaner is a nonflammable paste formula designed for cleaning electrical components. Packaged in a convenient 2mL tube, this unscented cleaner contains Deoxit(R) Shield S-Series S100L for enhanced protection. Ideal for use on hard, nonporous surfaces. Features include no VOC content, and electrical parts cleaner.",12.43,12.43,IPA,"",0893509000790,,Household Essentials | Bathroom | Shower Cleaners,,t
722b30a95188113da244aaceb246b03a,2020-01-24 14:00:34,https://www.cymbalstore.com/ip/iMountek-Ultrasonic-Animal-Repeller-Solar-Powered-Repellent-with-Motion-Sensor-LED-Flashing-Lights-IPX4-Waterproof-Outdoor-for-Farm-Garden-Yard/796338845,Ultrasonic Animal Repeller,"The Ultrasonic Animal Repeller uses advanced ultrasonic and PIR motion-activated technology, combined with LED flashing lights, to effectively repel unwanted animals. Solar powered and IPX4 waterproof, it offers large coverage protection up to 5,000 sq. ft. Humanistic, versatile, and chemical-free, it features adjustable frequency settings to target various pests without harming humans or animals. Ideal for gardens, farms, yards, and more.",23.99,23.99,iMountek,"",0616043314723,,Household Essentials | Pest Control | Insect & Pest Repellents,,t
939d3abe691e74262ed8a777793bade9,2020-03-10 03:59:02,https://www.cymbalstore.com/ip/Philips-18W-4-Pin-GX24q2-Neutral-White-Long-Triple-Twin-Tube-CFL-Bulb/144025167,Philips 18W GX24q-2 CFL,"Philips 18W GX24q-2 CFL is a reliable 18-watt compact fluorescent bulb with a GX24q-2 base. Featuring ALTO technology, this Philips bulb utilizes less mercury, making it a more environmentally conscious choice. Its neutral white light is ideal for commercial settings. Get quality and performance from a trusted brand at a competitive price.",6.99,6.99,Philips,"",0046677268206,,Household Essentials | Light Bulbs | Fluorescent Bulbs | CFL Bulbs,,t
af8b8dc6ec8424edad65bee05774d1f1,2020-03-10 03:27:21,https://www.cymbalstore.com/ip/TOUGH-GUY-Roll-Centerpull-7-25-32-700-ft-Whit-PK4-22UY42/544559960,Centerpull Roll Tissue,"This Centerpull Roll Tissue offers a convenient and hygienic hand-drying solution. This universal, white paper towel roll fits dispenser Mfr. No. 22LC66 and features a centerpull design for easy dispensing. Each roll contains 560 one-ply sheets, measuring 7-25/32 x 15 inches, with a total roll length of 700 feet. The core diameter is 2-3/8 inches and the paper towel width is 7-25/32 inches. Sold in a pack of 4, this TOUGH GUY brand tissue (MPN: 22UY42) is made in the USA and comes with a 1-year manufacturer warranty.",53.24,53.24,Tough Guy,"",0190735694084,,Household Essentials | Paper & Plastic | Paper Towels | All Paper Towels,,t
b7d84c1a1c2102b80aa084ef9778c794,2020-03-10 03:07:11,https://www.cymbalstore.com/ip/Set-of-Two-Dual-Action-Sponges/694997045,Dual Action Sponges,Tackle everyday messes with Dual Action Sponges! These sponges combine scrubbing power with gentle wiping for versatile cleaning throughout your home. Each pack contains 2 durable sponges designed to handle everything from dishes to countertops. Get the job done right with Dual Action Sponges.,12.88,12.88,CleanTouch,"",0737078118589,,Household Essentials | Cleaning Supplies | Cleaning Tools | Sponges and Scrubbers,,t
2fae8f803da82975800e987f7829f2b0,2020-03-10 04:08:02,https://www.cymbalstore.com/ip/Anyray-A1892Y-1-Bulb-JCDR-120-Volts-35-Watts-BI-PIN-GU5-3-Base-Clear-Wide-Beam-High-Lumens-Long-Life-120V-35W/292577805,Anyray 35W GU5.3 Halogen Bulb,"The Anyray 35W GU5.3 Halogen Bulb is a bright, long-lasting, and dimmable replacement bulb perfect for diverse applications. Use it in cabinets, closets, microwaves, ovens, range hoods, candle warmers, recessed fixtures, offices, and more. Ideal for under-counter units, ceiling lamps, stores, floor lamps, restaurants, schools, shops, household fixtures, motion sensor lighting, and security lighting. Save money compared to local store prices. Package Quantity: 1.",5.99,5.99,Anyray,"",0702534822485,,Household Essentials | Light Bulbs | Smart Bulbs,,t
4fa83500864910777be8f1b5698d432c,2020-01-24 13:19:51,https://www.cymbalstore.com/ip/BrassCraft-BC00400-Zip-It-174-Drain-Cleaning-Tool/43939195,BrassCraft Drain Cleaning Tool,"Keep your drains clear with the BrassCraft Drain Cleaning Tool. This flexible 20\"" tool navigates pipe bends to remove hair and debris without harsh chemicals. Its reusable design features backward-facing teeth for grabbing and pulling out stubborn clogs. A simple, effective alternative to mechanical snakes, this lightweight tool is easy to store and use, saving you time and money.",5.90,5.90,BrassCraft,553794189,0088712940128,,Household Essentials | Drain & Septic Care,,t
610ab9f7d7c335cb12f8130bd5bddd23,2020-01-24 13:57:55,https://www.cymbalstore.com/ip/G-E-Bulbs-4-60-Watts-1-count-only/409871181,G.E. 60 Watt Bulb,"G.E. 60 Watt Bulb: Reliable and efficient, this bulb provides the perfect everyday lighting for your home. This single pack features a standard 60-watt G.E. bulb, ensuring consistent brightness and long-lasting performance. Ideal for lamps, fixtures, and general lighting needs.",9.35,9.35,G.E,"",0657789597766,,Household Essentials | Light Bulbs | Smart Bulbs,,t
a315245beaf596ba93397cfc1d0b3676,2020-01-24 13:31:55,https://www.cymbalstore.com/ip/affresh-Cooktop-Kit/947338470,Cooktop Cleaner Kit,"Keep your cooktop sparkling with the Cooktop Cleaner Kit. This all-in-one kit helps you easily clean and maintain your cooktop, removing grease, grime, and food residue.",9.66,9.66,affresh,566081506,0883049450377,,Household Essentials | Cleaning Supplies | Kitchen Cleaners | Kitchen Cleaners,,t
46cf80fdeace8ed7606223ef86225e86,2020-01-24 19:05:36,https://www.cymbalstore.com/ip/FRDA8182-FoodSaver-2-Pack-Vacuum-Seal-Roll/810676736,FoodSaver Vacuum Seal Rolls,"FoodSaver Vacuum Seal Rolls: Two rolls of durable, BPA-free vacuum seal material. Safe for simmering and microwaving, these 18' x 8\"" rolls let you create custom-sized bags. Easily peel open for convenience. Perfect for preserving food and keeping it fresh longer.",41.07,41.07,FoodSaver,"",0013051000677,,Home | Kitchen & Dining | Kitchen Storage & Organization | Food Savers & Accessories,,t
8e547034ce5a0f1b8e04ff99bbf16cab,2020-01-24 13:23:50,https://www.cymbalstore.com/ip/Retro-Clean-Bag/38376168,Heritage Satchel,"The Heritage Satchel is a stylish and versatile bag. Perfect for carrying your everyday essentials, or crafting supplies. Compact size: 7\""L x 4\""W x 1.23\""D. Weighs 4.3 oz.",7.32,7.32,Retro Clean,552989571,0798304182545,,Household Essentials | Laundry | Laundry Detergents,,t
a579d4b35c9dd7c47277ae0ba72e3379,2020-03-10 03:21:01,https://www.cymbalstore.com/ip/2PK-Husky-Blue-Recycling-Bags-for-Convenient-Drawsting-closure-30-Gallon-Total-of-100ct/312216703,Husky Recycling Bags,"Husky Recycling Bags: Durable and reliable 30-gallon blue bags perfect for overflow recycling. Featuring a convenient drawstring closure and a sturdy 1.5 mil thickness, these bags make managing recyclables easy and efficient. Dimensions: 30\"" x 33\"". Designed specifically for recyclables.",34.96,34.96,Huskyy,"",0631912058959,,Household Essentials | Paper & Plastic | Trash Bags | All Trash Bags,,t
815793f8697967b0686e0747934fd00b,2020-03-10 03:45:15,https://www.cymbalstore.com/ip/Scent-Killer-Liquid-Clothing-Wash-Scent-Eliminator-2Pack/795788261,Scent Killer Clothing Wash,"Scent Killer Clothing Wash uses a special H-E formula safe for both standard and high-efficiency washing machines. Its supercharged formula cleans clothing and eliminates odors effectively. This unscented wash contains no UV brighteners, ensuring your clothes remain undetected. Get the same great odor elimination you trust in this new package. This is an 18 fl. oz. bottle, available in a 2-Pack.",27.66,27.66,Scent Killer,"",0013962098916,,Household Essentials | Laundry | Laundry Detergents,,t
93ad51336cee00c52f1a17754d15af5a,2020-03-10 03:32:58,https://www.cymbalstore.com/ip/J-R-Watkins-All-Purpose-Cleaner-Coconut-24-Oz-Spray/171953182,J.R. Watkins All-Purpose Cleaner,"J.R. Watkins All-Purpose Cleaner, made with plant-based ingredients, powerfully cleans dirt and grease without harsh chemicals. Free from dyes, bleach, parabens, and other harmful ingredients. Cruelty-free and Leaping Bunny Certified. Packaged in post-consumer recycled plastic. Spritz onto surfaces, wipe clean, and enjoy a fresh, relaxing scent. Proudly made since 1868.",6.98,6.98,J.R. Watkins,576679633,0818570002382,,Household Essentials | Cleaning Supplies | All-Purpose Cleaners,,t
90a39e5dcb66d609b3fd43fcca12a0b3,2020-03-10 03:43:39,https://www.cymbalstore.com/ip/Kole-Imports-OB641-2-6-5-x-4-375-x-16-25-in-Drain-Buster-Plunger-Pack-of-2/433178888,Professional Drain Plunger Set,"The Professional Drain Plunger Set delivers powerful drain clearing. This heavy-duty plunger uses a special design to create extra suction, effectively loosening tough clogs in toilets, sinks, showers, and pipes. A powerful compression chamber maximizes force, making drain clearing easier. Set includes two plungers.",18.92,18.92,Kole Imports,"",0731646080841,,Household Essentials | Cleaning Supplies | Cleaning Tools | Bowl Brushes & Plungers,,t
2d5292a12f047e312afe0c058e755237,2020-01-24 13:39:47,https://www.cymbalstore.com/ip/YANSUN-A19-LED-Light-Bulbs-40W-Equivalent-6W-E26-Base-Warm-White-3000K-Ideal-for-Bedroom-Living-Room-Dining-Room-6-Pack/520300434,YANSUN LED Light Bulbs,"YANSUN LED Light Bulbs provide a warm, inviting glow with their 3000K warm white light. These A19, E26 base bulbs are a 40W equivalent, using only 6W to save you money on energy bills. With a 520 lumen output, they're perfect for bedrooms, living rooms, and dining rooms. Enjoy long-lasting illumination (30,000 hours) and reduce the hassle of frequent replacements. This convenient 6-pack offers an energy-efficient and eco-friendly lighting solution for your home.",16.99,16.99,Yansun,"",0750536484736,,Household Essentials | Light Bulbs | Standard Light Bulbs,,t
1b590f40dd8db7174c3bc2c066e78baf,2020-03-10 03:40:14,https://www.cymbalstore.com/ip/Sanrio-GUDETAMA-Gudetama-Toilet-Paper/139669920,Gudetama Toilet Paper,"Indulge in lazy luxury with Gudetama Toilet Paper. Featuring the beloved egg character, this toilet paper roll adds a touch of fun to your bathroom routine. Soft, absorbent, and undeniably cute, it's the perfect way to brighten up your day.",19.99,19.99,Sanrio,"",0643690283799,,Household Essentials | Paper & Plastic | Toilet Paper | All Toilet Paper,,t
48cc54b1be9099b5fea5567e270a4599,2020-03-10 04:02:15,https://www.cymbalstore.com/ip/CEC-8-4W-28V-0-30A-Mini-G6-Bulb-10-Pack/271971151,28V Mini G6 Bulb,"The 28V Mini G6 Bulb, a CEC Industries miniature lamp, provides 8.4 watts at 28 volts. Featuring a G6 shape and double contact bayonet base, ensure a perfect fit by matching its number 304 to your existing lamp. Available in a convenient pack of 10. Equivalent to Eiko SKU 304.",9.90,9.90,CEC Industries,"",0014271021138,,Household Essentials | Light Bulbs | Incandescent Bulbs,,t
ccfffab824fd388fb3015f477819590d,2020-03-10 03:46:29,https://www.cymbalstore.com/ip/Ceiken-Bamboo-Charcoal-Nano-Laundry-Ball-Washing-Machine-Dedicated-Ball-Cleaning-Ball/247988374,Ceiken Laundry Ball,"The Ceiken Laundry Ball offers detergent-free laundry with its negative ion technology. This eco-friendly and economical ball effectively cleans clothes in your washing machine without bleach or soap. It eliminates mold, removes stains and odors, and boasts a reusable design for up to 1500 washes. The unique bamboo charcoal nano construction features small thorns for enhanced cleaning without damaging fabrics. Simply toss it in your machine for powerful, efficient cleaning. Made of TPR, it measures approximately 8x7.5cm.",8.70,8.70,CieKen,"",0765099993625,,Household Essentials | Laundry | Dryer Sheets | Dryer Balls,,t
ff9eee05d1a4c5fa0c6b81bf72dbe8b9,2020-03-10 03:13:33,https://www.cymbalstore.com/ip/Big-Green-Odor-Eliminator-Spray-Unscented-2-Oz-Smoke-Pet-Smell-Remover-for-Car-Bathroom-Home/890620873,Odor Eliminator Spray,"Eliminate unwanted odors with Odor Eliminator Spray. This unscented spray doesn't just mask smells, it neutralizes them at the source. Perfect for smoke, pet, mildew, garbage, and bathroom odors in your car, home, or office. The clear formula won't stain fabrics, and the fine mist atomizer ensures maximum coverage with minimal drips. Restore a fresh, neutral environment without heavy fragrances. Simply spray and eliminate odors completely.",5.99,5.99,Big Green,"",0610366409777,,Household Essentials | Air Fresheners | Car Air Fresheners,,t
56d07fb7ce2e6adc9349b35fe1da2c70,2020-03-10 01:58:10,https://www.cymbalstore.com/ip/Quick-Shine-High-Traffic-Hardwood-Floor-Luster-27-fl-oz/38293759,Hardwood Floor Luster,"Revive the natural beauty of your hardwood floors with Hardwood Floor Luster. Our plant-based formula, fortified with carnauba, restores richness, color, and protects against wear and tear. This quick and easy solution simply squirts and spreads, filling in micro-scratches for an even, deep glow. Safer Choice certified, it's safe for kids, pets, and the environment. Free of aluminum, ammonia, formaldehyde, fragrance, parabens, phthalates, and gluten. Experience the luster!",6.97,6.97,Holloway House,552666138,0078786777737,,Household Essentials | Cleaning Supplies | All-Purpose Cleaners,,t
b9e4a9ba13f0250e6e6b62e979ff0bb7,2020-01-24 13:48:09,https://www.cymbalstore.com/ip/Plusrite-03455-JD75-CL-E11-120V-3455-Screw-Base-Single-Ended-Halogen-Light-Bulb/198384274,Plusrite JD75 Halogen,"The Plusrite JD75 Halogen is a 75-watt, 120-volt T4 halogen bulb with a miniature candelabra (E11) base. It emits a warm 2800K clear light, perfect for accent and task lighting. This single-ended Plusrite halogen bulb (03455) offers efficient illumination and reliable performance. Replaces standard incandescent bulbs.",2.19,2.19,Plusrite,"",0844366034558,,Household Essentials | Light Bulbs | Halogen Bulbs,,t
cadddbc397ca2b3240a847a7a2cb5b62,2020-03-10 03:08:31,https://www.cymbalstore.com/ip/Product-Of-Chore-Boy-Copper-Scrubbers-Box-Count-36-Sponges-Cleaning-Pads-Grab-Varieties-Flavors/201932942,Copper Scrubbers,"Copper Scrubbers: Durable and effective for tough cleaning jobs. These Chore Boy copper scrubbers tackle grease, grime, and baked-on food with ease. Each box contains 36 scrubbers, providing long-lasting cleaning power for your kitchen and beyond. A must-have for any cleaning arsenal.",36.83,36.83,Product Of Chore Boy,"",0689139196299,,Household Essentials | Cleaning Supplies | Cleaning Tools | Sponges and Scrubbers,,t
284473840e77922c13f2f96560bab6d3,2020-01-24 13:40:18,https://www.cymbalstore.com/ip/SONY-S-AM4B2A-Stamina-Plus-Alkaline-Batteries-AAA-2-Pack/42423366,Sony Stamina Plus Alkaline AAA Batteries,"Power your devices with Sony Stamina Plus Alkaline AAA Batteries. Engineered for long-lasting performance, these premium alkaline batteries keep your high-drain devices running strong. Ideal for everyday use, Stamina Plus AAA batteries deliver reliable power when you need it most. Experience the quality and longevity you expect from Sony. Long-lasting power for high-drain devices and everyday electronics.",19.54,19.54,Sony,"",0008562006379,,Household Essentials | Batteries | AAA Batteries,,t
9deddd8b8bc225fa9116cfda218d54ce,2020-03-10 04:08:52,https://www.cymbalstore.com/ip/HERCHR-Bluetooth-Speaker-Light-Bulb-6W-Smart-LED-Light-Bulb-with-Wireless-Stereo-Audio-RGB-Color-Smart-LED-Light-Bulb-6W-Light-Bulb/675143712,Smart Audio Light,"The Smart Audio Light combines a 6W dimmable LED bulb with a wireless stereo speaker. Enjoy vibrant RGB colors and music sync, choosing from 6 music modes. Set a timer to automatically turn off the light via the app for relaxing evenings. (Note: Timer function controls the light only, not the music). Easily install by screwing in the bulb, downloading the app, connecting via Bluetooth, and enjoying customized colors and music from your device. E26/E27 base compatible.",7.19,7.19,HERCHR,"",675143712,,Household Essentials | Light Bulbs | LED Light Bulbs,,t
4a8b8a95203d4b9caa32f3fb6a9cfda7,2020-03-10 03:53:20,https://www.cymbalstore.com/ip/Ziploc-Container-Large-Round-2-ct/45877565,Large Round Containers,"Keep food fresh and organized with Large Round Containers! Featuring Ziploc's One Press Seal, these containers offer a secure closure with a simple press, saving space in your fridge and cabinets. Enjoy easy handling with a wide rim, finger grips, and ridged lid. Convenient measurement lines ensure precise portioning. Safe for microwave, freezer, and dishwasher use as directed.",8.08,8.08,Ziploc,563092541,0025700710134,,Household Essentials | Paper & Plastic | Food Storage Containers | Ziploc Containers,,t
ec9ab1ab2bc5749d189088ca8ae7fe91,2020-01-24 13:16:23,https://www.cymbalstore.com/ip/Siege-Handwash-Glass-Powder-Cleaner-12-oz-Earth-Friendly-Made-in-USA-P-35/545649494,Siege Glass Cleaner,"Restore your glassware to its original brilliance with Siege Glass Cleaner. This 12 oz powder cleaner effortlessly removes stubborn dishwasher stains and water spots, revitalizing older glassware and making it look brand new. Our P-35 formula is odorless, dye-free, and fragrance-free, providing a gentle yet effective clean. Environmentally friendly and proudly Made in the USA, Siege Glass Cleaner offers a simple solution for sparkling, spotless glassware.",17.19,17.19,Siege,"",0731589009350,,Household Essentials | Cleaning Supplies | All-Purpose Cleaners,,t
38aa178dcfd85c0175656b338b919fec,2020-03-10 03:46:50,https://www.cymbalstore.com/ip/PL360-Stain-Odor-Remover-32-oz-Pack-of-10/175325303,PL360 Stain & Odor Remover,"PL360 Stain & Odor Remover uses powerful, plant-derived ingredients to eliminate tough pet stains and odors. This formula neutralizes smells and discourages repeat offenses. Safe for homes with children and pets, it contains no harsh chemicals like ammonia, bleach, phosphates, phthalates, or sulfates. Enjoy a fresh citrus scent. Made in the USA. This pack includes 10 bottles, 32 oz each.",87.80,87.80,PL360,"",175325303,,Household Essentials | Laundry | Stain Removers,,t
ba9583a584684c9c5391c80525b2d179,2020-03-10 03:30:23,https://www.cymbalstore.com/ip/simplehuman-Code-Q-Custom-Fit-Liners-50-65-Liter-13-17-Gallon-60-Count/330033426,simplehuman Code Q Liners,"simplehuman Code Q Liners are custom fit for a perfect fit in compatible simplehuman cans, eliminating messy overhang and slipping. Crafted with extra-thick plastic and double seams, these liners resist rips and tears. The strong drawstring handles offer easy lifting, tying, and carrying. Dispenser packs provide convenient, perforated opening for easy access. Enjoy a clean, concealed, and hassle-free trash disposal experience.",37.49,37.49,simplehuman,564190022,0838810017600,,Household Essentials | Household Essentials by Brand | Simplehuman Trash Bags,,t
57d2005e1470ab9daf6c73e7b0d53afa,2020-01-24 13:44:07,https://www.cymbalstore.com/ip/Sponge-casual-Shoe/40013277,Sponge Shoe,"The Sponge Shoe by Kiwi offers casual comfort and style. Made with quality materials, these shoes are perfect for everyday wear. Sourced from the USA and/or imported, the Sponge Shoe delivers dependable comfort.",5.99,5.99,KIWI,2552201,0031600175003,,Household Essentials | Shoe Care & Repair | Kiwi Shoe Care,,t
fa8cd174be68bff061e921e322b306a3,2020-01-24 13:47:24,https://www.cymbalstore.com/ip/Midsoles-Scuffs-Removes-Dirt-Angeles-Safe-Leather-MORE-Wipes-more-Nylon-30-Cleaner-Stains-Deadstock-Vinyl-Packaged-Shoe-Los-Sneaker-Buildup-Canvas/673117046,Los Angeles Shoe Cleaner Wipes,"Keep your shoes looking fresh with Los Angeles Shoe Cleaner Wipes. These dual-textured wipes quickly and easily remove scuffs, dirt, grease, and grime from your favorite footwear. Safe for use on leather, canvas, vinyl, nylon, cotton, and more! The convenient, portable packaging makes them perfect for on-the-go cleaning. Get into those hard-to-reach cracks and grooves without the mess of liquid cleaners. Don't forget to check out our other shoe care products, including cleaner solution, repellent spray, deodorizer, and suede brush!",17.89,17.89,DeadstockLA,"",0754169547752,,Household Essentials | Shoe Care & Repair | Shoe Cleaners,,t
ad047a049633be09f60d8e1673c95c80,2020-01-24 13:45:02,https://www.cymbalstore.com/ip/BARGE-PROFESSIONAL-STRENGTH-SHOES-ADHESIVE-ALL-PURPOSE-CEMENT-QUART/797642862,Barge Professional Adhesive Cement,"Barge Professional Adhesive Cement is the professional's choice for all-purpose bonding. This contact cement securely adheres to a wide range of materials including rubber, glass, cork, leather, wood, metal, concrete, and vinyl. Ideal for weather stripping, automotive applications, footwear repair, and general bonding, it offers exceptional strength on any clean surface. Get professional-grade results with Barge.",50.57,50.57,BARGE,"",0093524100035,,Household Essentials | Shoe Care & Repair | All Shoe Care & Repair,,t
0c2c3eb8a2307750c31319425f98eb11,2020-03-10 03:59:30,https://www.cymbalstore.com/ip/Air-Wick-Freshmatic-Ultra-Starter-Kit-Life-Scents-6-17-Oz/54801184,Air Wick Freshmatic Starter Kit,"The Air Wick Freshmatic Starter Kit automatically releases bursts of continuous fresh fragrance, ensuring a welcoming home environment. Simply choose your desired fragrance intensity for a customized experience. Enjoy effortless, long-lasting freshness with this convenient starter kit.",5.66,5.66,Air Wick,555413113,0062338963044,,Household Essentials | Air Fresheners | Air Wick Freshmatic Spray Air Fresheners,,f
